description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
magic field plate + brilliant craft ingredient -> brilliant body	1			100					2	"tors,mag,noe"	"crfp,qty=1"						"usetype,crf"		50	50	block			10	20	res-all			5	10	ac%			25	50																																																																					0
magic field plate + brilliant craft ingredient -> brilliant body	1			100					2	"tors,mag,eth"	"crfp,qty=1"						"usetype,crf"		50	50	block			10	20	res-all			5	10	ac%			25	50	ethereal	100		1	1																																																																0
magic amulet + brilliant craft ingredient -> brilliant amulet	1			100					2	"amul,mag"	"crfp,qty=1"						"usetype,crf"		50	50	all-stats			4	8	res-all			5	10	ac-miss			100	150																																																																					0
magic ring + brilliant craft ingredient -> brilliant ring	1			100					2	"ring,mag"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	res-all			3	5	ac-miss			50	100																																																																					0
magic blunt + brilliant craft ingredient -> brilliant weapon	1			100					2	"weap,mag,noe"	"crfp,qty=1"						"usetype,crf"		50	50	dmg%			20	40	swing2			20	20	att			50	100																																																																					0
magic blunt + brilliant craft ingredient -> brilliant weapon	1			100					2	"weap,mag,eth"	"crfp,qty=1"						"usetype,crf"		50	50	dmg%			20	40	swing2			20	20	att			50	100	ethereal	100		1	1																																																																0
rare full helm + jewel + rune 02 + perfect diamond -> brilliant helm	1			200					4	"helm,rar,noe"	"jewg,qty=1"	"r02g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50																																																																					0
rare full helm + jewel + rune 02 + perfect diamond -> brilliant helm	1			200					4	"helm,rar,eth"	"jewg,qty=1"	"r02g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50	ethereal	100		1	1																																																																0
rare chain boots + jewel + rune 18 + perfect diamond -> brilliant boots	1			100					4	"boot,rar,noe"	"jewg,qty=1"	"r18g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	move2			5	10	ac-miss			100	150																																																																					0
rare chain boots + jewel + rune 18 + perfect diamond -> brilliant boots	1			100					4	"boot,rar,eth"	"jewg,qty=1"	"r18g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	move2			5	10	ac-miss			100	150	ethereal	100		1	1																																																																0
rare chain gloves + jewel + rune 13 + perfect diamond -> brilliant gloves	1			100					4	"glov,rar,noe"	"jewg,qty=1"	"r13g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	swing2			5	10	att%			10	20	ac%			25	50																																																																					0
rare chain gloves + jewel + rune 13 + perfect diamond -> brilliant gloves	1			100					4	"glov,rar,eth"	"jewg,qty=1"	"r13g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	swing2			5	10	att%			10	20	ac%			25	50	ethereal	100		1	1																																																																0
rare heavy belt + jewel + rune 16 + perfect diamond -> brilliant belt	1			100					4	"belt,rar,noe"	"jewg,qty=1"	"r16g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50																																																																					0
rare heavy belt + jewel + rune 16 + perfect diamond -> brilliant belt	1			100					4	"belt,rar,eth"	"jewg,qty=1"	"r16g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50	ethereal	100		1	1																																																																0
rare gothic shield + jewel + rune 09 + perfect diamond  -> brilliant shield	1			100					4	"shld,rar,noe"	"jewg,qty=1"	"r09g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	res-all			5	10	block			10	20																																																																					0
rare gothic shield + jewel + rune 09 + perfect diamond  -> brilliant shield	1			100					4	"shld,rar,eth"	"jewg,qty=1"	"r09g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	res-all			5	10	block			10	20	ethereal	100		1	1																																																																0
rare field plate + jewel + rune 01 + perfect diamond -> brilliant body	1			100					4	"tors,rar,noe"	"jewg,qty=1"	"r01g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	block			10	20	res-all			5	10	ac%			25	50																																																																					0
rare field plate + jewel + rune 01 + perfect diamond -> brilliant body	1			100					4	"tors,rar,eth"	"jewg,qty=1"	"r01g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	block			10	20	res-all			5	10	ac%			25	50	ethereal	100		1	1																																																																0
rare amulet + jewel + rune 07 + perfect diamond -> brilliant amulet	1			100					4	"amul,rar"	"jewg,qty=1"	"r07g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	all-stats			4	8	res-all			5	10	ac-miss			100	150																																																																					0
rare ring + jewel + rune 15 + perfect diamond -> brilliant ring	1			100					4	"ring,rar"	"jewg,qty=1"	"r15g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	res-all			3	5	ac-miss			50	100																																																																					0
rare blunt + jewel + rune 17 + perfect diamond -> brilliant weapon	1			100					4	"weap,rar,noe"	"jewg,qty=1"	"r12g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	dmg%			20	40	swing2			20	20	att			50	100																																																																					0
rare blunt + jewel + rune 17 + perfect diamond -> brilliant weapon	1			100					4	"weap,rar,eth"	"jewg,qty=1"	"r12g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	dmg%			20	40	swing2			20	20	att			50	100	ethereal	100		1	1																																																																0
rare full helm + brilliant craft ingredient -> brilliant helm	1			200					2	"helm,rar,noe"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50																																																																					0
rare full helm + brilliant craft ingredient -> brilliant helm	1			200					2	"helm,rar,eth"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50	ethereal	100		1	1																																																																0
rare chain boots + brilliant craft ingredient -> brilliant boots	1			100					2	"boot,rar,noe"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	move2			5	10	ac-miss			100	150																																																																					0
rare chain boots + brilliant craft ingredient -> brilliant boots	1			100					2	"boot,rar,eth"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	move2			5	10	ac-miss			100	150	ethereal	100		1	1																																																																0
rare chain gloves + brilliant craft ingredient -> brilliant gloves	1			100					2	"glov,rar,noe"	"crfp,qty=1"						"usetype,crf"		50	50	swing2			5	10	att%			10	20	ac%			25	50																																																																					0
rare chain gloves + brilliant craft ingredient -> brilliant gloves	1			100					2	"glov,rar,eth"	"crfp,qty=1"						"usetype,crf"		50	50	swing2			5	10	att%			10	20	ac%			25	50	ethereal	100		1	1																																																																0
rare heavy belt + brilliant craft ingredient -> brilliant belt	1			100					2	"belt,rar,noe"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50																																																																					0
rare heavy belt + brilliant craft ingredient -> brilliant belt	1			100					2	"belt,rar,eth"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50	ethereal	100		1	1																																																																0
rare gothic shield + brilliant craft ingredient -> brilliant shield	1			100					2	"shld,rar,noe"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	res-all			5	10	block			10	20																																																																					0
rare gothic shield + brilliant craft ingredient -> brilliant shield	1			100					2	"shld,rar,eth"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	res-all			5	10	block			10	20	ethereal	100		1	1																																																																0
rare field plate + brilliant craft ingredient -> brilliant body	1			100					2	"tors,rar,noe"	"crfp,qty=1"						"usetype,crf"		50	50	block			10	20	res-all			5	10	ac%			25	50																																																																					0
rare field plate + brilliant craft ingredient -> brilliant body	1			100					2	"tors,rar,eth"	"crfp,qty=1"						"usetype,crf"		50	50	block			10	20	res-all			5	10	ac%			25	50	ethereal	100		1	1																																																																0
rare amulet + brilliant craft ingredient -> brilliant amulet	1			100					2	"amul,rar"	"crfp,qty=1"						"usetype,crf"		50	50	all-stats			4	8	res-all			5	10	ac-miss			100	150																																																																					0
rare ring + brilliant craft ingredient -> brilliant ring	1			100					2	"ring,rar"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	res-all			3	5	ac-miss			50	100																																																																					0
rare blunt + brilliant craft ingredient -> brilliant weapon	1			100					2	"weap,rar,noe"	"crfp,qty=1"						"usetype,crf"		50	50	dmg%			20	40	swing2			20	20	att			50	100																																																																					0
rare blunt + brilliant craft ingredient -> brilliant weapon	1			100					2	"weap,rar,eth"	"crfp,qty=1"						"usetype,crf"		50	50	dmg%			20	40	swing2			20	20	att			50	100	ethereal	100		1	1																																																																0
3 dungeons -> new dungeon	1	4		0					3	"t4me,rar"	"t4me,rar"	"t4me,rar"					"t4me,rar"			100	map-mon-velocity%	100		20	30	map-mon-att-pierce	100		80	100	map-mon-splash	100	358	100	1	map-mon-nofreeze-hp%	100		10	20	map-play-addxp	100		40	50																																																											0
3 t1-> new t1	1	4		0					1	"t1me,qty=3"							"t1me,nor"			100																																																																																				0
3 t1-> new t1 (disabled -- bricks with 2 maps of qty=1 due to shared itemtype)	0	4		0					2	"t1me,qty=2"	"t1me,qty=1"						"t1me,nor"			100																																																																																				0
3 t1-> new t1	1	4		0					3	"t1me,qty=1"	"t1me,qty=1"	"t1me,qty=1"					"t1me,nor"			100																																																																																				0
3 t2-> new t2	1	4		0					1	"t2me,nor,qty=3"							"t2me,nor"			100																																																																																				0
3 t2-> new t2 (disabled -- bricks with 2 maps of qty=1 due to shared itemtype)	0	4		0					2	"t2me,nor,qty=2"	"t2me,nor,qty=1"						"t2me,nor"			100																																																																																				0
3 t2-> new t2	1	4		0					3	"t2me,nor,qty=1"	"t2me,nor,qty=1"	"t2me,nor,qty=1"					"t2me,nor"			100																																																																																				0
